causa_de_muerte,sexo,periodo,muertes,poblacion,tasa_mortalidad,causa_muerte_cat
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2007,5425,3154365,171.9839016727614,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2008,5764,3214073,179.33631252308209,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2009,6333,3285475,192.75751603649397,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2010,6570,3364111,195.29676636710263,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2011,6819,3439265,198.26910691673947,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2012,7376,3498769,210.8170044950095,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2013,7315,3574425,204.648300076236,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2014,7829,3647967,214.61268701169718,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2015,8743,3702295,236.15081996437343,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2016,8636,3759232,229.72777418366306,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2017,8971,3817681,234.9855841805536,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2018,9123,3881154,235.0589541151936,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2019,9153,3952736,231.5611262679825,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2020,9440,4007280,235.5712603062426,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Hombres,2021,8866,4073128,217.67054705867332,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1980,1015,2475332,41.00460059499089,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1981,933,2528137,36.9046455947601,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1982,991,2584400,38.34545735954187,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1983,995,2629964,37.833217488908595,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1984,941,2681698,35.08970808793533,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1985,1106,2739126,40.37784315142859,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1986,1115,2801065,39.806287965470275,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1987,1300,2878551,45.16161082433488,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1988,1461,2958475,49.38355064687043,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1989,1566,3032296,51.64403475122481,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1990,1679,3109970,53.98765904494256,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1991,1894,3186139,59.444989688146066,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1992,1891,3262630,57.95937633136458,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1993,2125,3343367,63.55868201127785,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1994,2484,3427229,72.47837830503886,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1995,2683,3513749,76.35718999848879,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1996,2906,3597952,80.76817033690277,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1997,3251,3680634,88.32717406838061,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1998,3725,3767437,98.87358434925387,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,1999,5225,3840517,136.0493912668529,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2000,5497,3912891,140.48436309623756,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2001,6242,3994792,156.25344198145987,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2002,6833,4065821,168.05953828267403,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2003,8308,4118108,201.74313058326788,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2004,7825,4139000,189.05532737376177,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2005,8848,4180461,211.6512987443251,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2006,8866,4250166,208.6036168940225,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2007,9607,4297068,223.57104891055948,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2008,9979,4363318,228.70210239088695,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2009,10757,4441642,242.18520988409242,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2010,11079,4528679,244.6408765116715,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2011,11712,4612933,253.89486472055847,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2012,12933,4675622,276.604909464452,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2013,12432,4758563,261.25534116076636,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2014,13758,4839814,284.2671226621519,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2015,15183,4897557,310.0117058361955,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2016,14702,4960687,296.37024065416745,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2017,15431,5022684,307.2261762834373,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2018,15131,5091496,297.1818106112624,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2019,15034,5173068,290.62057564292604,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2020,16072,5236250,306.9372165194557,VI-VIII. Nerviosas
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,2021,14098,5313145,265.34190201848435,VI-VIII. Nerviosas
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1980,45734,1703406,2684.8561059430344,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1981,46343,1731649,2676.2351954697515,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1982,45020,1763122,2553.4251174904516,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1983,47267,1786792,2645.3554750636895,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1984,45843,1816834,2523.2354744572153,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1985,47360,1854679,2553.541610165425,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1986,45383,1906263,2380.731305176673,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1987,45198,1973492,2290.2550403041914,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1988,46382,2039771,2273.882705460564,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1989,46423,2102863,2207.6093402185497,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1990,46878,2165697,2164.568727758315,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1991,48283,2229548,2165.595896567376,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1992,47074,2294607,2051.5059877355907,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1993,47993,2361074,2032.6766547765974,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1994,46997,2430501,1933.6342589449666,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1995,47756,2501907,1908.7839795803761,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1996,48373,2573444,1879.6989559516353,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1997,48417,2643616,1831.4687155774513,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1998,49948,2715352,1839.46685365286,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,1999,50466,2776465,1817.635014307762,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2000,47777,2836940,1684.1032943946645,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2001,47441,2903761,1633.7777110444006,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2002,48206,2960774,1628.1553404616498,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2003,49869,3001136,1661.6707806643885,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2004,47598,3015259,1578.570862403528,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2005,48838,3049867,1601.3157295055817,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2006,46448,3112155,1492.4706513653723,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2007,48126,3154365,1525.6953459729611,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2008,46884,3214073,1458.7098675107877,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2009,46408,3285475,1412.5202596276033,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2010,46258,3364111,1375.0438080075241,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2011,45963,3439265,1336.419263999721,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2012,47273,3498769,1351.1323554084308,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2013,45583,3574425,1275.2540618421144,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2014,45650,3647967,1251.381934101926,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2015,48512,3702295,1310.322381117658,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2016,47117,3759232,1253.367709149103,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2017,48169,3817681,1261.734545133551,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2018,47691,3881154,1228.7840163003066,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2019,46446,3952736,1175.034204156311,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2020,47320,4007280,1180.8508514503603,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Hombres,2021,47191,4073128,1158.5935919519347,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1980,60281,2475332,2435.2692891297006,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1981,61633,2528137,2437.882124267791,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1982,60315,2584400,2333.8105556415417,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1983,64621,2629964,2457.1058767344343,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1984,62358,2681698,2325.3177650876423,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1985,65452,2739126,2389.5213290662787,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1986,64375,2801065,2298.2329935221064,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1987,63813,2878551,2216.844516564063,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1988,65581,2958475,2216.7163825957628,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1989,66147,3032296,2181.4163261106437,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1990,66770,3109970,2146.966047903999,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1991,68204,3186139,2140.647347777357,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1992,66205,3262630,2029.1911739915342,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1993,67658,3343367,2023.6486153030762,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1994,66574,3427229,1942.5022372301357,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1995,66800,3513749,1901.1033514346072,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1996,67334,3597952,1871.453538012736,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1997,66751,3680634,1813.5734224049443,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1998,68783,3767437,1825.7239603475784,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,1999,68653,3840517,1787.5978676829186,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2000,65704,3912891,1679.1676537884648,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2001,65086,3994792,1629.2713112472438,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2002,65908,4065821,1621.0256181961774,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2003,68188,4118108,1655.8089297318088,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2004,64839,4139000,1566.5378110654747,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2005,66327,4180461,1586.5953539573745,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2006,62643,4250166,1473.895372557213,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2007,64342,4297068,1497.346562819113,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2008,64377,4363318,1475.413893738664,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2009,62619,4441642,1409.816459768707,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2010,62234,4528679,1374.2197227933354,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2011,62032,4612933,1344.7409706579306,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2012,64431,4675622,1378.0198655922143,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2013,61526,4758563,1292.9533558765536,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2014,61361,4839814,1267.837978897536,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2015,65247,4897557,1332.2356431992523,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2016,61979,4960687,1249.4035604342705,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2017,63708,5022684,1268.4054979369596,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2018,62293,5091496,1223.471451219838,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2019,59531,5173068,1150.7871151123472,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2020,61194,5236250,1168.6607782286942,IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio,Mujeres,2021,60610,5313145,1140.755616494562,IX. Circulatorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1980,12391,1703406,727.4249356876751,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1981,13300,1731649,768.0540340450057,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1982,11978,1763122,679.3630843469709,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1983,13849,1786792,775.0762259960868,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1984,13156,1816834,724.1167877747774,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1985,14746,1854679,795.0701981313209,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1986,14133,1906263,741.3982225957278,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1987,13920,1973492,705.3486915579085,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1988,14858,2039771,728.4151014991388,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1989,15891,2102863,755.6840364778875,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1990,17424,2165697,804.5446800729742,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1991,17063,2229548,765.3120722227106,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1992,16372,2294607,713.4990872075261,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1993,17726,2361074,750.7600354753811,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1994,17260,2430501,710.1416539223807,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1995,18746,2501907,749.2684580202222,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1996,19666,2573444,764.1899338007744,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1997,19748,2643616,747.0071296285089,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1998,21606,2715352,795.6979426608409,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,1999,23865,2776465,859.54622154430194,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2000,21903,2836940,772.0642664279118,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2001,20300,2903761,699.0933482473248,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2002,22394,2960774,756.3562771086209,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2003,23263,3001136,775.1398137238699,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2004,21209,3015259,703.3889957711758,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2005,24861,3049867,815.1502999966883,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2006,20916,3112155,672.0744950042656,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2007,23205,3154365,735.6472697357472,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2008,23159,3214073,720.5499066138199,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2009,22679,3285475,690.2807052252718,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2010,21579,3364111,641.447324419438,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2011,22483,3439265,653.715256021272,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2012,24694,3498769,705.7910939533305,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2013,22484,3574425,629.0242486553782,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2014,22994,3647967,630.3236843973643,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2015,26860,3702295,725.4959423816849,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2016,24171,3759232,642.9770761687494,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2017,26319,3817681,689.3975688382556,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2018,26976,3881154,695.0510080249328,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2019,24089,3952736,609.425977348348,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2020,21819,4007280,544.484039048931,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Hombres,2021,18925,4073128,464.6306229512061,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1980,10294,2475332,415.8634074136318,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1981,11111,2528137,439.4935875706103,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1982,9362,2584400,362.2504256307073,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1983,10924,2629964,415.3669023606406,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1984,9688,2681698,361.26364713700053,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1985,11026,2739126,402.5371596633379,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1986,10814,2801065,386.06744220501844,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1987,9798,2878551,340.3795868129486,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1988,10502,2958475,354.9801840475245,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1989,11030,3032296,363.7507683946422,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1990,12399,3109970,398.6855178667318,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1991,11789,3186139,370.0089669659735,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1992,11023,3262630,337.85626932873174,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1993,11970,3343367,358.0223170235275,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1994,11626,3427229,339.22448718775433,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1995,12527,3513749,356.51379765600785,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1996,13295,3597952,369.5157689707923,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1997,13624,3680634,370.15362027302905,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1998,15033,3767437,399.024588865056,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,1999,17902,3840517,466.13515836539716,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2000,16125,3912891,412.0993914729544,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2001,14328,3994792,358.66698441370664,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2002,16127,4065821,396.6480570590786,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2003,17592,4118108,427.1864652408339,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2004,15318,4139000,370.0893935733269,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2005,19141,4180461,457.8681633437078,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2006,15777,4250166,371.2090304237529,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2007,17636,4297068,410.41938363553936,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2008,17920,4363318,410.6966304083269,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2009,17484,4441642,393.6382085724153,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2010,16092,4528679,355.3354079633377,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2011,16899,4612933,366.3395934864001,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2012,20002,4675622,427.7933502751078,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2013,17513,4758563,368.0312733066684,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2014,18163,4839814,375.28301707462316,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2015,22098,4897557,451.2045495335736,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2016,19727,4960687,397.6666941494192,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2017,22487,5022684,447.70883455937104,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2018,23493,5091496,461.4164481323367,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2019,20419,5173068,394.7174094753829,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2020,17698,5236250,337.9899737407496,X. Respiratorias
062-067  X.Enfermedades del sistema respiratorio,Mujeres,2021,14025,5313145,263.9679511852208,X. Respiratorias
068-072  XI.Enfermedades del sistema digestivo,Hombres,1980,5614,1703406,329.57498094993207,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1981,5494,1731649,317.269839326561,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1982,5646,1763122,320.2274147790113,XI. Digestivas
068-072  XI.Enfermedades del sistema digestivo,Hombres,1983,5762,1786792,322.4773784525563,XI. Digestivas
